league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_scraped_at
ESP-La Liga,2425,Celta Vigo,Mihailo Ristić,SRB,"MF,DF",28,1995,4.8,0,2,0,0.0,0.42,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Pablo Durán,ESP,"FW,MF",23,2001,15.5,4,26,10,38.5,1.68,0.65,0.15,0.4,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Sergio Carreira,ESP,MF,23,2000,18.4,0,13,3,23.1,0.71,0.16,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Tadeo Allende,ARG,"FW,MF",25,1999,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Vicente Guaita,ESP,GK,37,1987,34.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Williot Swedberg,SWE,"FW,MF",20,2004,15.0,4,32,15,46.9,2.14,1.0,0.13,0.27,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Yoel Lago,ESP,DF,20,2004,6.5,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",25,1999,30.3,4,33,10,30.3,1.09,0.33,0.12,0.4,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Alejo Véliz,ARG,FW,20,2003,12.5,1,19,6,31.6,1.52,0.48,0.05,0.17,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Alex Král,CZE,MF,26,1998,30.2,0,21,2,9.5,0.7,0.07,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Antoniu,ESP,MF,21,2002,11.4,0,10,4,40.0,0.88,0.35,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Brian Oliván,ESP,DF,30,1994,11.3,0,6,1,16.7,0.53,0.09,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Carlos Romero,ESP,"DF,MF",22,2001,28.4,2,29,6,20.7,1.02,0.21,0.07,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Edu Expósito,ESP,MF,27,1996,11.6,0,18,6,33.3,1.55,0.52,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Fernando Calero,ESP,DF,28,1995,7.9,1,2,1,50.0,0.25,0.13,0.5,1.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Irvin Cardona,MLT,"FW,MF",26,1997,6.7,1,10,3,30.0,1.49,0.45,0.1,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Javi Puado,ESP,"MF,FW",26,1998,33.0,12,71,24,33.8,2.15,0.73,0.1,0.29,5,5,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Joan García,ESP,GK,23,2001,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Jofre,ESP,MF,23,2001,24.1,3,40,11,27.5,1.66,0.46,0.08,0.27,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,José Gragera,ESP,MF,23,2000,6.3,0,2,0,0.0,0.32,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Justin Smith,CAN,MF,21,2003,2.3,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Leandro Cabrera,URU,DF,33,1991,31.9,4,19,6,31.6,0.6,0.19,0.21,0.67,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Marash Kumbulla,ALB,DF,24,2000,33.0,3,16,5,31.3,0.48,0.15,0.19,0.6,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Naci Ünüvar,NED,"FW,MF",21,2003,0.3,0,1,0,0.0,2.9,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Omar El Hilali,MAR,DF,20,2003,35.0,0,2,0,0.0,0.06,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Pere Milla,ESP,MF,31,1992,5.1,3,11,5,45.5,2.17,0.99,0.27,0.6,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Pol Lozano,ESP,MF,24,1999,21.6,0,8,2,25.0,0.37,0.09,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,19,2005,2.0,0,3,0,0.0,1.48,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Roberto Férnandez,ESP,FW,22,2002,16.6,6,21,9,42.9,1.26,0.54,0.29,0.67,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Roger Hinojo,ESP,DF,19,2005,0.1,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Sergi Gómez,ESP,DF,32,1992,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Urko González,ESP,MF,23,2001,15.3,0,4,2,50.0,0.26,0.13,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Walid Cheddira,MAR,FW,26,1998,7.1,1,13,4,30.8,1.83,0.56,0.08,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Álvaro Aguado,ESP,MF,28,1996,4.9,0,10,1,10.0,2.03,0.2,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Espanyol,Álvaro Tejero,ESP,"MF,DF",28,1996,13.8,1,17,4,23.5,1.24,0.29,0.06,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Abdoulaye Keita,ESP,MF,21,2002,1.1,0,2,0,0.0,1.89,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Alberto Risco,ESP,MF,18,2005,0.8,0,4,1,25.0,5.22,1.3,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Alex Sola,ESP,MF,25,1999,11.4,0,14,1,7.1,1.22,0.09,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Allan Nyom,CMR,"MF,DF",36,1988,9.9,1,9,4,44.4,0.91,0.41,0.11,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Bertuğ Yıldırım,TUR,FW,22,2002,12.0,1,19,7,36.8,1.58,0.58,0.05,0.14,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Borja Mayoral,ESP,FW,27,1997,12.4,5,20,9,45.0,1.62,0.73,0.2,0.44,1,1,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Carles Aleñá,ESP,MF,26,1998,5.0,0,5,1,20.0,1.0,0.2,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Carles Pérez,ESP,MF,26,1998,15.9,3,34,9,26.5,2.14,0.57,0.09,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",21,2003,27.6,4,50,14,28.0,1.81,0.51,0.08,0.29,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Coba da Costa,ESP,MF,22,2002,11.2,1,23,8,34.8,2.06,0.72,0.04,0.13,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,David Argüelles,ESP,DF,22,2002,0.1,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,David Soria,ESP,GK,31,1993,38.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Diego Rico,ESP,DF,31,1993,31.3,0,16,3,18.8,0.51,0.1,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Djené,TOG,"DF,MF",32,1991,28.3,0,6,0,0.0,0.21,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Domingos Duarte,POR,DF,29,1995,20.7,1,3,1,33.3,0.15,0.05,0.33,1.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,DF,19,2004,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Iglesias,ESP,"DF,MF",26,1998,32.1,0,21,3,14.3,0.65,0.09,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Ismael Bekhoucha,MAR,DF,19,2004,0.8,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,John Joe,IRL,MF,20,2003,0.5,0,2,0,0.0,3.75,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Juan Bernat,ESP,MF,31,1993,7.8,0,4,0,0.0,0.52,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Juan Berrocal,ESP,DF,25,1999,11.8,0,4,0,0.0,0.34,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Juanmi,ESP,FW,31,1993,7.7,0,13,7,53.8,1.68,0.91,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Luis Milla,ESP,MF,29,1994,31.9,1,32,8,25.0,1.0,0.25,0.0,0.0,1,1,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Mauro Arambarri,URU,MF,28,1995,29.6,10,56,19,33.9,1.89,0.64,0.13,0.37,3,3,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,21,2002,2.9,0,2,0,0.0,0.68,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Omar Alderete,PAR,DF,27,1996,33.0,1,38,10,26.3,1.15,0.3,0.03,0.1,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Peter González,DOM,MF,22,2002,5.3,0,12,4,33.3,2.26,0.75,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Ramón Terrats,ESP,"MF,FW",23,2000,13.5,4,19,9,47.4,1.4,0.66,0.21,0.44,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Yellu Santiago,ESP,MF,20,2004,4.1,0,1,0,0.0,0.24,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20,2004,9.5,2,25,10,40.0,2.64,1.06,0.08,0.2,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Abel Ruiz,ESP,FW,24,2000,15.0,4,23,9,39.1,1.54,0.6,0.13,0.33,1,2,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Alejandro Francés,ESP,DF,21,2002,13.0,0,6,0,0.0,0.46,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",21,2003,29.2,2,19,6,31.6,0.65,0.21,0.11,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Arnaut Danjuma,NED,"MF,FW",27,1997,14.8,2,30,14,46.7,2.02,0.94,0.07,0.14,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Arthur Melo,BRA,MF,27,1996,10.5,0,6,1,16.7,0.57,0.1,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Bojan Miovski,MKD,FW,25,1999,9.7,2,14,4,28.6,1.45,0.41,0.14,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Bryan Gil,ESP,"MF,FW",23,2001,19.1,3,32,15,46.9,1.67,0.78,0.09,0.2,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Cristhian Stuani,URU,FW,37,1986,12.0,11,34,19,55.9,2.84,1.59,0.24,0.42,3,3,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Daley Blind,NED,DF,34,1990,30.9,0,10,4,40.0,0.32,0.13,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,David López,ESP,DF,34,1989,27.0,1,12,3,25.0,0.44,0.11,0.08,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Donny van de Beek,NED,MF,27,1997,15.8,2,18,5,27.8,1.14,0.32,0.11,0.4,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Ferrán Ruiz,ESP,DF,21,2003,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Gabriel Osei Misehouy,NED,FW,19,2005,2.9,1,6,2,33.3,2.1,0.7,0.17,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Iker Almena,ESP,MF,20,2004,0.5,0,1,0,0.0,1.87,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Iván Martín,ESP,MF,25,1999,22.7,1,11,3,27.3,0.49,0.13,0.09,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Jhon Solis,COL,MF,19,2004,5.9,1,4,1,25.0,0.67,0.17,0.25,1.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Juanpe,ESP,DF,33,1991,8.1,0,2,0,0.0,0.25,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Kim Minsu,KOR,FW,18,2006,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Ladislav Krejčí,CZE,DF,25,1999,27.1,2,18,5,27.8,0.66,0.18,0.11,0.4,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Miguel Gutiérrez,ESP,"DF,MF",23,2001,27.3,1,28,9,32.1,1.03,0.33,0.04,0.11,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Oriol Romeu,ESP,MF,32,1991,15.1,0,5,1,20.0,0.33,0.07,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Papa Ba,ESP,FW,19,2004,0.5,0,1,0,0.0,1.87,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Pau López,ESP,GK,29,1994,0.5,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Paulo Gazzaniga,ARG,GK,32,1992,35.5,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Portu,ESP,"FW,MF",32,1992,8.7,1,8,4,50.0,0.92,0.46,0.13,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Silvi Clúa,ESP,MF,19,2005,1.8,0,2,1,50.0,1.1,0.55,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Viktor Tsyhankov,UKR,"MF,FW",26,1997,21.3,2,35,10,28.6,1.65,0.47,0.06,0.2,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Vladyslav Krapyvtsov,UKR,GK,19,2005,2.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Yangel Herrera,VEN,MF,26,1998,25.1,4,39,14,35.9,1.56,0.56,0.1,0.29,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Girona,Yaser Asprilla,COL,"MF,FW",20,2003,15.6,3,38,11,28.9,2.43,0.7,0.08,0.27,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Aboubacar Bassinga,BFA,MF,19,2005,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Adnan Januzaj,BEL,"MF,FW",29,1995,6.6,2,16,5,31.3,2.41,0.75,0.13,0.4,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Alberto Moleiro,ESP,MF,20,2003,30.2,6,68,24,35.3,2.25,0.8,0.09,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Andy Pelmard,MAD,DF,24,2000,2.3,0,1,0,0.0,0.44,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Arturo Rodríguez,ESP,FW,17,2006,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Benito Ramírez,ESP,"MF,DF",29,1995,5.3,0,10,1,10.0,1.88,0.19,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Daley Sinkgraven,NED,DF,29,1995,1.0,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Dario Essugo,POR,MF,19,2005,21.5,1,23,4,17.4,1.07,0.19,0.04,0.25,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Diego Martín,ESP,FW,20,2003,0.4,0,1,0,0.0,2.25,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Dinko Horkaš,CRO,GK,25,1999,12.1,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Enzo Loiodice,FRA,MF,23,2000,7.6,0,7,4,57.1,0.92,0.53,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Fabio González,ESP,MF,27,1997,0.6,0,2,0,0.0,3.4,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Fábio Silva,POR,FW,22,2002,20.7,10,49,24,49.0,2.36,1.16,0.16,0.33,2,3,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Jaime Mata,ESP,"MF,FW",35,1988,7.3,0,17,6,35.3,2.33,0.82,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Jasper Cillessen,NED,GK,35,1989,25.9,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Javier Muñoz,ESP,"MF,DF",29,1995,28.8,1,25,6,24.0,0.87,0.21,0.04,0.17,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,José Campaña,ESP,MF,31,1993,13.2,0,5,3,60.0,0.38,0.23,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,José Carlos González,ESP,MF,18,2006,0.1,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Juanma Herzog,ESP,DF,20,2004,14.6,0,11,2,18.2,0.75,0.14,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Kirian Rodríguez,ESP,MF,28,1996,19.5,0,21,9,42.9,1.08,0.46,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Manuel Fuster,ESP,"MF,FW",26,1997,11.1,2,18,7,38.9,1.62,0.63,0.11,0.29,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Marc Cardona,ESP,FW,29,1995,1.5,0,4,0,0.0,2.73,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Marvin,ESP,"DF,MF",24,2000,11.5,0,5,0,0.0,0.43,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Mika Mármol,ESP,DF,23,2001,26.7,0,10,0,0.0,0.38,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Oliver McBurnie,SCO,FW,28,1996,20.4,3,32,13,40.6,1.57,0.64,0.09,0.23,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Pejiño,ESP,MF,28,1996,0.2,0,1,0,0.0,5.63,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Sandro Ramírez,ESP,"MF,FW",29,1995,22.6,9,52,21,40.4,2.3,0.93,0.15,0.38,1,1,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Scott McKenna,SCO,DF,27,1996,27.4,0,10,0,0.0,0.36,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,19,2005,1.1,0,1,0,0.0,0.94,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",19,2004,10.8,1,5,2,40.0,0.46,0.19,0.2,0.5,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Valentín Pezzolesi,ESP,DF,17,2007,0.1,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Viti,ESP,DF,26,1997,22.0,0,3,2,66.7,0.14,0.09,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Álex Muñoz,ESP,DF,30,1994,15.7,3,9,5,55.6,0.57,0.32,0.33,0.6,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Las Palmas,Álex Suárez,ESP,DF,31,1993,27.3,0,6,3,50.0,0.22,0.11,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Leganés,Adrià Altimira,ESP,"DF,MF",23,2001,18.1,0,7,2,28.6,0.39,0.11,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Leganés,Aritz Arambarri,ESP,DF,26,1998,2.0,0,1,0,0.0,0.51,0.0,0.0,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Leganés,Borna Barišić,CRO,DF,31,1992,0.1,0,0,0,,0.0,0.0,,,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Leganés,Dani Raba,ESP,"MF,FW",28,1995,20.9,8,44,17,38.6,2.11,0.81,0.09,0.24,4,5,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Leganés,Darko Brašanac,SRB,MF,32,1992,18.0,1,12,3,25.0,0.67,0.17,0.08,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Leganés,Diego,ESP,"FW,MF",24,2000,13.3,3,29,9,31.0,2.18,0.68,0.1,0.33,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Leganés,Duk,CPV,MF,24,2000,2.0,0,2,1,50.0,1.01,0.5,0.0,0.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
ESP-La Liga,2425,Leganés,Enric Franquesa,ESP,"MF,DF",27,1997,6.8,1,3,1,33.3,0.44,0.15,0.33,1.0,0,0,ESP,2024-2025,shooting,2026-08-06T22:57:59.517748
