league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_scraped_at
ITA-Serie A,2425,Roma,Devyne Rensch,NED,"MF,DF",21,2003,5.2,0,3,2,66.7,0.58,0.38,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Eldor Shomurodov,UZB,FW,29,1995,12.2,4,29,14,48.3,2.38,1.15,0.14,0.29,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Enzo Le Fée,FRA,MF,24,2000,3.5,0,4,2,50.0,1.13,0.57,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Gianluca Mancini,ITA,DF,28,1996,34.9,2,22,7,31.8,0.63,0.2,0.09,0.29,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Leandro Paredes,ARG,MF,30,1994,15.3,3,26,9,34.6,1.7,0.59,0.04,0.11,2,2,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Lorenzo Pellegrini,ITA,MF,28,1996,18.1,2,42,14,33.3,2.32,0.77,0.02,0.07,1,1,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Lucas Gourna-Douath,FRA,MF,20,2003,2.5,0,3,0,0.0,1.18,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Manu Koné,FRA,MF,23,2001,28.6,2,34,9,26.5,1.19,0.31,0.06,0.22,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Mario Hermoso,ESP,DF,29,1995,2.8,0,1,0,0.0,0.36,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Mats Hummels,GER,DF,35,1988,10.2,0,8,1,12.5,0.79,0.1,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Matìas Soulé,ARG,MF,21,2003,19.8,5,42,14,33.3,2.12,0.71,0.12,0.36,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Mile Svilar,SRB,GK,24,1999,38.0,0,1,0,0.0,0.03,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Niccolò Pisilli,ITA,MF,19,2004,13.6,2,27,8,29.6,1.98,0.59,0.07,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Nicola Zalewski,POL,MF,22,2002,5.9,0,5,0,0.0,0.84,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Obite N'Dicka,CIV,DF,24,1999,38.0,0,18,5,27.8,0.47,0.13,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Paulo Dybala,ARG,"FW,MF",30,1993,15.7,6,50,19,38.0,3.18,1.21,0.06,0.16,3,3,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Samuel Dahl,SWE,DF,21,2003,0.5,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Saud Abdulhamid,KSA,MF,25,1999,2.3,0,1,0,0.0,0.44,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Stephan El Shaarawy,ITA,"MF,FW",31,1992,12.2,3,28,12,42.9,2.3,0.98,0.11,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Tammy Abraham,ENG,FW,26,1997,0.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Tommaso Baldanzi,ITA,"MF,FW",21,2003,9.2,1,20,4,20.0,2.16,0.43,0.05,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Victor Nelsson,DEN,DF,25,1998,2.1,0,1,0,0.0,0.48,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Roma,Zeki Çelik,TUR,"DF,MF",27,1997,25.1,0,13,4,30.8,0.52,0.16,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Aaron Ciammaglichella,ITA,MF,19,2005,0.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Adam Masina,MAR,DF,30,1994,21.3,1,7,2,28.6,0.33,0.09,0.14,0.5,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Adrien Tameze,CMR,"MF,DF",30,1994,7.2,0,7,3,42.9,0.97,0.42,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Alberto Paleari,ITA,GK,31,1992,1.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Alessio Cacciamani,ITA,MF,17,2007,0.3,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Ali Dembélé,FRA,DF,20,2004,4.3,1,5,2,40.0,1.16,0.46,0.2,0.5,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Alieu Njie,SWE,FW,19,2005,4.4,1,9,5,55.6,2.06,1.14,0.11,0.2,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Antonio Sanabria,PAR,FW,28,1996,14.6,2,19,4,21.1,1.3,0.27,0.11,0.5,0,1,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Borna Sosa,CRO,"MF,DF",26,1998,13.1,0,4,1,25.0,0.3,0.08,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Cesare Casadei,ITA,MF,21,2003,11.3,1,14,7,50.0,1.24,0.62,0.07,0.14,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Ché Adams,SCO,FW,28,1996,29.5,9,64,26,40.6,2.17,0.88,0.14,0.35,0,1,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Cristiano Biraghi,ITA,DF,31,1992,12.9,0,10,1,10.0,0.78,0.08,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Duván Zapata,COL,FW,33,1991,6.5,3,21,10,47.6,3.22,1.53,0.14,0.3,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Elif Elmas,MKD,"MF,FW",24,1999,11.3,4,19,10,52.6,1.67,0.88,0.21,0.4,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Guillermo Maripán,CHI,DF,30,1994,26.0,1,12,5,41.7,0.46,0.19,0.08,0.2,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Gvidas Gineitis,LTU,MF,20,2004,15.9,3,29,8,27.6,1.83,0.5,0.1,0.38,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Ivan Ilić,SRB,MF,23,2001,10.2,1,11,4,36.4,1.08,0.39,0.09,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Karol Linetty,POL,MF,29,1995,17.1,1,17,4,23.5,0.99,0.23,0.06,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Marcus Pedersen,NOR,"MF,DF",24,2000,15.1,0,8,3,37.5,0.53,0.2,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Mërgim Vojvoda,KVX,"DF,MF",29,1995,12.3,0,5,0,0.0,0.41,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Nikola Vlašić,CRO,"MF,FW",26,1997,23.5,5,32,12,37.5,1.36,0.51,0.09,0.25,2,2,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Raoul Bellanova,ITA,MF,24,2000,1.0,0,1,0,0.0,1.03,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Saba Sazonov,GEO,DF,22,2002,0.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Samuele Ricci,ITA,MF,22,2001,31.4,1,22,7,31.8,0.7,0.22,0.05,0.14,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Saúl Coco,EQG,DF,25,1999,31.6,2,20,6,30.0,0.63,0.19,0.1,0.33,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Sebastian Walukiewicz,POL,DF,24,2000,18.5,0,6,1,16.7,0.33,0.05,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Sergiu Perciun,MDA,MF,18,2006,1.7,0,2,1,50.0,1.18,0.59,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Tommaso Gabellini,ITA,FW,17,2006,0.1,0,1,0,0.0,9.0,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Valentino Lazaro,AUT,MF,28,1996,25.6,0,16,2,12.5,0.62,0.08,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Torino,Yann Karamoh,FRA,"MF,FW",26,1998,11.6,0,25,6,24.0,2.15,0.52,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Alexis Sánchez,CHI,FW,35,1988,4.9,0,7,0,0.0,1.44,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Arthur Atta,FRA,"MF,FW",21,2003,13.9,0,26,7,26.9,1.87,0.5,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Brenner,BRA,"MF,FW",24,2000,4.3,1,7,4,57.1,1.63,0.93,0.14,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Christian Kabasele,BEL,DF,33,1991,12.9,2,15,4,26.7,1.16,0.31,0.13,0.5,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Damián Pizarro,CHI,FW,19,2005,0.2,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Daniele Padelli,ITA,GK,38,1985,1.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Enzo Ebosse,CMR,DF,25,1999,1.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Florian Thauvin,FRA,"FW,MF",31,1993,21.7,8,54,27,50.0,2.48,1.24,0.13,0.26,1,3,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Hassane Kamara,CIV,"MF,DF",30,1994,22.2,1,17,3,17.6,0.76,0.13,0.06,0.33,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Iker Bravo,ESP,FW,19,2005,7.6,2,13,4,30.8,1.72,0.53,0.15,0.5,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Jaka Bijol,SVN,DF,25,1999,32.9,1,19,6,31.6,0.58,0.18,0.05,0.17,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,James Abankwah,IRL,DF,20,2004,1.0,0,1,0,0.0,1.02,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Jesper Karlström,SWE,MF,29,1995,35.4,0,13,2,15.4,0.37,0.06,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Jordan Zemura,ZIM,"MF,DF",24,1999,15.7,1,14,3,21.4,0.89,0.19,0.07,0.33,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Jurgen Ekkelenkamp,NED,MF,24,2000,21.0,3,26,9,34.6,1.24,0.43,0.12,0.33,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Keinan Davis,ENG,FW,26,1998,11.8,2,29,11,37.9,2.45,0.93,0.07,0.18,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Kingsley Ehizibue,NED,"MF,DF",29,1995,27.8,0,14,4,28.6,0.5,0.14,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Lautaro Gianetti,ARG,DF,30,1993,9.8,1,2,2,100.0,0.21,0.21,0.5,0.5,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Lorenzo Lucca,ITA,FW,23,2000,26.1,12,66,26,39.4,2.52,0.99,0.17,0.42,1,1,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Maduka Okoye,NGA,GK,24,1999,25.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Martín Payero,ARG,MF,25,1998,15.3,1,31,5,16.1,2.02,0.33,0.03,0.2,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Matteo Palma,GER,DF,16,2008,0.1,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Nehuén Pérez,ARG,DF,24,2000,2.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Oier Zarraga,ESP,MF,25,1999,10.0,1,6,1,16.7,0.6,0.1,0.17,1.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Oumar Solet,FRA,DF,24,2000,18.6,1,12,7,58.3,0.65,0.38,0.08,0.14,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Razvan Sava,ROU,GK,22,2002,12.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Rui Modesto,ANG,MF,24,1999,6.8,0,3,2,66.7,0.44,0.3,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Sandi Lovrić,SVN,MF,26,1998,25.6,2,49,12,24.5,1.91,0.47,0.04,0.17,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Simone Pafundi,ITA,FW,18,2006,1.3,0,2,1,50.0,1.55,0.78,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Souleymane Touré,FRA,DF,21,2003,8.1,1,4,2,50.0,0.49,0.25,0.25,0.5,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Udinese,Thomas Kristensen,DEN,DF,22,2002,19.5,1,4,1,25.0,0.21,0.05,0.25,1.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Alessandro Marcandalli,ITA,DF,21,2002,3.9,0,2,1,50.0,0.51,0.25,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Alessio Zerbin,ITA,MF,25,1999,16.9,1,16,6,37.5,0.95,0.36,0.06,0.17,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Alfred Duncan,GHA,MF,31,1993,10.6,0,15,4,26.7,1.41,0.38,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Antonio Candela,ITA,"MF,DF",24,2000,11.2,0,5,0,0.0,0.45,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Antonio Raimondo,ITA,FW,20,2004,1.0,0,1,1,100.0,0.96,0.96,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Bjarki Bjarkason,ISL,MF,24,2000,1.8,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Cheick Oumar Conde,GUI,MF,24,2000,1.7,0,1,0,0.0,0.6,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Christian Gytkjær,DEN,FW,34,1990,8.4,2,18,6,33.3,2.15,0.72,0.06,0.17,1,1,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Daniel Fila,CZE,FW,21,2002,5.5,2,8,6,75.0,1.46,1.1,0.25,0.33,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Domen Črnigoj,SVN,MF,28,1995,1.5,0,1,0,0.0,0.66,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Fali Candé,GNB,DF,26,1998,17.0,1,5,2,40.0,0.29,0.12,0.2,0.5,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Filip Stankovic,SRB,GK,22,2002,15.2,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Francesco Zampano,ITA,MF,30,1993,18.2,1,7,4,57.1,0.38,0.22,0.14,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Franco Carboni,ITA,MF,21,2003,2.5,0,1,0,0.0,0.4,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Gaetano Oristanio,ITA,"FW,MF",21,2002,25.7,3,44,12,27.3,1.71,0.47,0.07,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Gianluca Busio,USA,MF,22,2002,28.0,2,36,7,19.4,1.29,0.25,0.06,0.29,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Giorgio Altare,ITA,DF,25,1998,8.4,0,3,1,33.3,0.36,0.12,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Hans Nicolussi Caviglia,ITA,MF,24,2000,31.8,4,53,20,37.7,1.67,0.63,0.08,0.2,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Ionuț Radu,ROU,GK,27,1997,15.0,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Issa Doumbia,ITA,MF,20,2003,10.4,0,16,5,31.3,1.53,0.48,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Jay Idzes,IDN,DF,24,2000,34.7,1,15,3,20.0,0.43,0.09,0.07,0.33,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Jesse Joronen,FIN,GK,31,1993,7.8,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Joel Pohjanpalo,FIN,FW,29,1994,17.8,6,38,17,44.7,2.13,0.95,0.08,0.18,3,4,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,John Yeboah,ECU,"FW,MF",24,2000,13.6,1,30,10,33.3,2.2,0.73,0.03,0.1,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Joël Schingtienne,BEL,DF,21,2002,12.5,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Kike Pérez,ESP,MF,27,1997,12.4,1,13,7,53.8,1.05,0.57,0.08,0.14,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Magnus Kofod Andersen,DEN,MF,25,1999,7.7,1,8,2,25.0,1.04,0.26,0.13,0.5,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Marin Šverko,CRO,DF,26,1998,12.4,1,3,1,33.3,0.24,0.08,0.33,1.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Michael Svoboda,AUT,DF,25,1998,14.6,1,4,4,100.0,0.27,0.27,0.25,0.25,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Mikael Ellertsson,ISL,MF,22,2002,27.4,2,21,5,23.8,0.77,0.18,0.1,0.4,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Mirko Marić,CRO,FW,29,1995,4.0,0,6,1,16.7,1.52,0.25,0.0,0.0,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Nicholas Pierini,ITA,"FW,MF",25,1998,0.9,0,1,0,0.0,1.08,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Nunzio Lella,ITA,MF,24,2000,0.1,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Richie Sagrado,BEL,"MF,DF",20,2004,1.6,0,1,0,0.0,0.64,0.0,0.0,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Ridgeciano Haps,SUR,"MF,DF",31,1993,15.2,1,15,3,20.0,0.99,0.2,0.07,0.33,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
ITA-Serie A,2425,Venezia,Saad El Haddad,MAR,MF,19,2005,0.3,0,0,0,,0.0,0.0,,,0,0,ITA,2024-2025,shooting,2026-08-06T23:09:12.860022
