league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_scraped_at
FRA-Ligue 1,2526,Lens,Kyllian Antonio,FRA,DF,17,2008,2.1,0,1,0,0.0,0.47,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Malang Sarr,FRA,DF,26,1999,32.5,0,23,5,21.7,0.71,0.15,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Mamadou Sangare,MLI,MF,23,2002,25.8,3,53,14,26.4,2.05,0.54,0.06,0.21,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Mathieu Gorgelin,FRA,GK,34,1990,1.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Matthieu Udol,FRA,"MF,DF",29,1996,33.4,1,47,17,36.2,1.41,0.51,0.02,0.06,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Mezian Soares,POR,MF,15,2009,0.1,1,1,1,100.0,7.5,7.5,1.0,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Morgan Guilavogui,GUI,MF,27,1998,5.5,1,10,2,20.0,1.83,0.37,0.1,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Nidal Čelik,BIH,DF,19,2006,6.8,0,1,1,100.0,0.15,0.15,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Odsonne Édouard,FRA,FW,27,1998,20.0,12,60,31,51.7,3.01,1.55,0.18,0.35,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Rayan Fofana,FRA,"FW,MF",19,2006,8.9,5,36,12,33.3,4.06,1.35,0.14,0.42,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Robin Risser,FRA,GK,20,2004,33.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Ruben Aguilar,FRA,MF,32,1993,19.1,2,13,3,23.1,0.68,0.16,0.15,0.67,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Samson Baidoo,AUT,DF,21,2004,20.3,2,16,4,25.0,0.79,0.2,0.13,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Saud Abdulhamid,KSA,MF,26,1999,15.0,2,8,3,37.5,0.53,0.2,0.25,0.67,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Wesley Saïd,FRA,MF,30,1995,22.1,12,60,27,45.0,2.71,1.22,0.18,0.41,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Alexsandro Ribeiro,BRA,DF,25,1999,5.7,0,7,2,28.6,1.24,0.35,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,André Gomes,POR,MF,32,1993,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Arnaud Bodart,BEL,GK,27,1998,2.5,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Ayyoub Bouaddi,MAR,MF,17,2007,25.8,0,16,5,31.3,0.62,0.19,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Aïssa Mandi,ALG,DF,33,1991,26.9,1,14,4,28.6,0.52,0.15,0.07,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Benjamin André,FRA,MF,34,1990,25.9,2,27,6,22.2,1.04,0.23,0.07,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Berke Özer,TUR,GK,25,2000,31.5,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Calvin Verdonk,IDN,DF,28,1997,8.8,0,3,1,33.3,0.34,0.11,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Chancel Mbemba,COD,DF,30,1994,10.6,0,7,3,42.9,0.66,0.28,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Ethan Mbappé,FRA,"MF,FW",18,2006,6.3,3,14,7,50.0,2.22,1.11,0.21,0.43,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Félix Correia,POR,MF,24,2001,22.8,4,37,8,21.6,1.62,0.35,0.11,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Gaëtan Perrin,FRA,"MF,FW",29,1996,3.8,1,7,4,57.1,1.86,1.07,0.14,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Hamza Igamane,MAR,FW,22,2002,4.8,5,24,9,37.5,5.0,1.87,0.21,0.56,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Hákon Haraldsson,ISL,MF,22,2003,27.3,8,50,17,34.0,1.83,0.62,0.16,0.47,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Marius Broholm,NOR,MF,20,2004,3.1,1,4,3,75.0,1.29,0.97,0.0,0.0,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Matias Fernandez-Pardo,BEL,"FW,MF",20,2005,26.3,8,68,30,44.1,2.58,1.14,0.09,0.2,2,2,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Maxima Goffi,FRA,DF,17,2008,0.4,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Nabil Bentaleb,ALG,MF,30,1994,14.3,2,18,6,33.3,1.26,0.42,0.06,0.17,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Nathan Ngoy,BEL,DF,22,2003,26.7,1,22,6,27.3,0.82,0.22,0.05,0.17,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Ngal'Ayel Mukau,COD,MF,20,2004,17.0,1,20,5,25.0,1.17,0.29,0.05,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Noah Edjouma,FRA,MF,19,2005,1.0,0,2,0,0.0,1.96,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Olivier Giroud,FRA,FW,38,1986,17.9,7,41,16,39.0,2.29,0.89,0.1,0.25,3,4,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Osame Sahraoui,MAR,MF,24,2001,5.6,1,12,4,33.3,2.14,0.71,0.08,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Ousmane Toure,FRA,DF,20,2005,0.6,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Romain Perraud,FRA,DF,27,1997,24.9,3,33,12,36.4,1.33,0.48,0.09,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Soriba Diaoune,FRA,MF,17,2007,2.1,1,10,4,40.0,4.86,1.95,0.1,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Thomas Meunier,BEL,DF,33,1991,21.2,2,19,5,26.3,0.9,0.24,0.11,0.4,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Tiago Santos,POR,DF,23,2002,7.9,0,9,0,0.0,1.14,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Ugo Raghouber,FRA,MF,22,2003,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lille,Vincent Burlet,BEL,DF,19,2005,0.2,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Abdoulaye Faye,SEN,DF,20,2004,16.0,0,8,2,25.0,0.5,0.12,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Arsène Kouassi,BFA,MF,20,2004,28.9,2,9,5,55.6,0.31,0.17,0.22,0.4,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Arthur Avom,CMR,MF,20,2004,23.5,2,21,6,28.6,0.89,0.25,0.1,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Bamba Dieng,SEN,FW,25,2000,13.5,10,45,24,53.3,3.34,1.78,0.2,0.38,1,2,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Bamo Meïté,CIV,DF,23,2001,22.0,0,8,1,12.5,0.36,0.05,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Bingourou Kamara,SEN,GK,28,1996,3.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Daniel Xavier Semedo,FRA,MF,21,2003,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Darlin Yongwa,CMR,"DF,MF",24,2000,14.6,0,10,2,20.0,0.69,0.14,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Dermane Karim,TOG,MF,21,2003,15.2,1,16,2,12.5,1.05,0.13,0.06,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Formose Mendy,SEN,DF,24,2001,1.5,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Igor Carioca,BRA,DF,28,1996,13.5,1,8,1,12.5,0.59,0.07,0.13,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Jean-Victor Makengo,FRA,MF,27,1998,20.0,4,39,14,35.9,1.95,0.7,0.1,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Joel Mvuka,NOR,"MF,DF",22,2002,6.2,0,8,1,12.5,1.29,0.16,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Laurent Abergel,FRA,MF,32,1993,25.8,1,22,5,22.7,0.85,0.19,0.05,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Martin Nogoto Bley,BFA,MF,19,2006,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Mohamed Bamba,CIV,FW,23,2001,7.6,1,13,6,46.2,1.72,0.79,0.08,0.17,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Montassar Talbi,TUN,DF,27,1998,29.0,0,14,2,14.3,0.48,0.07,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Nathaniel Adjei,GHA,DF,22,2002,9.3,0,4,2,50.0,0.43,0.22,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Noah Cadiou,GLP,MF,26,1998,20.9,3,19,9,47.4,0.91,0.43,0.16,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Pablo Pagis,FRA,"MF,FW",22,2002,19.5,10,59,19,32.2,3.02,0.97,0.14,0.42,2,2,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Panos Katseris,GRE,"MF,DF",24,2001,8.3,1,7,4,57.1,0.84,0.48,0.14,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Sambou Soumano,SEN,FW,24,2001,10.5,4,28,10,35.7,2.68,0.96,0.14,0.4,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Souleymane Touré,FRA,DF,22,2003,0.3,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Théo Le Bris,FRA,MF,22,2002,21.0,2,17,7,41.2,0.81,0.33,0.12,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Tosin Aiyegun,BEN,"FW,MF",27,1998,11.9,5,30,12,40.0,2.52,1.01,0.17,0.42,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lorient,Yvon Mvogo,SUI,GK,31,1994,31.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Abner,BRA,"DF,MF",25,2000,23.9,3,17,7,41.2,0.71,0.29,0.18,0.43,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Adam Karabec,CZE,"MF,FW",22,2003,10.2,1,9,5,55.6,0.88,0.49,0.11,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Adil Hamdani,FRA,MF,16,2009,0.3,0,2,0,0.0,6.67,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Afonso Moreira,POR,"MF,FW",20,2005,19.1,4,40,14,35.0,2.09,0.73,0.1,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",27,1997,27.6,1,14,7,50.0,0.51,0.25,0.07,0.14,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Clinton Mata,ANG,DF,32,1992,31.5,0,5,0,0.0,0.16,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Corentin Tolisso,FRA,MF,30,1994,25.6,11,54,27,50.0,2.11,1.06,0.17,0.33,2,3,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Dominik Greif,SVK,GK,28,1997,29.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Endrick,BRA,"FW,MF",19,2006,13.5,5,50,26,52.0,3.7,1.93,0.08,0.15,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Enzo Molebe,FRA,FW,17,2007,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Ernest Nuamah,GHA,"FW,MF",21,2003,0.4,0,2,0,0.0,5.14,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Georges Mikautadze,GEO,FW,24,2000,2.0,1,10,4,40.0,5.03,2.01,0.1,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Hans Hateboer,NED,"DF,MF",31,1994,8.2,0,7,1,14.3,0.85,0.12,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Khalis Merah,FRA,"MF,FW",18,2007,12.6,0,6,3,50.0,0.48,0.24,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Malick Fofana,BEL,"MF,FW",20,2005,8.3,2,19,9,47.4,2.28,1.08,0.11,0.22,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Martin Satriano,URU,FW,24,2001,7.7,2,16,7,43.8,2.08,0.91,0.13,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Mathys De Carvalho,FRA,MF,20,2005,3.3,0,7,2,28.6,2.14,0.61,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Moussa Niakhaté,SEN,DF,29,1996,30.7,0,4,0,0.0,0.13,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Nicolás Tagliafico,ARG,DF,32,1992,14.6,0,15,1,6.7,1.03,0.07,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Noah Nartey,DEN,"MF,FW",19,2005,6.1,2,5,2,40.0,0.83,0.33,0.4,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Noham Kamara,FRA,DF,18,2007,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Orel Mangala,BEL,MF,27,1998,4.6,0,4,1,25.0,0.87,0.22,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Pavel Šulc,CZE,"FW,MF",24,2000,17.4,11,44,18,40.9,2.53,1.03,0.25,0.61,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Rachid Ghezzal,ALG,"MF,FW",33,1992,2.5,0,4,1,25.0,1.6,0.4,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Roman Yaremchuk,UKR,FW,29,1995,6.2,4,16,6,37.5,2.57,0.96,0.25,0.67,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Ruben Kluivert,NED,DF,24,2001,8.6,1,2,1,50.0,0.23,0.12,0.5,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Rémi Himbert,FRA,FW,17,2008,1.5,1,10,1,10.0,6.87,0.69,0.1,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Rémy Descamps,FRA,GK,29,1996,5.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Sael Kumbedi,FRA,DF,20,2005,0.7,0,1,0,0.0,1.38,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Steeve Kango,FRA,DF,18,2006,0.9,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Tanner Tessmann,USA,MF,23,2001,21.7,1,26,8,30.8,1.2,0.37,0.04,0.13,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lyon,Tyler Morton,ENG,MF,22,2002,28.0,2,28,8,28.6,1.0,0.29,0.07,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Adrien Rabiot,FRA,MF,30,1995,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Amine Gouiri,ALG,"FW,MF",25,2000,14.7,8,38,17,44.7,2.58,1.15,0.21,0.47,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Angel Gomes,ENG,MF,24,2000,9.9,3,11,5,45.5,1.11,0.51,0.27,0.6,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Arthur Vermeeren,BEL,MF,20,2005,9.2,0,3,1,33.3,0.33,0.11,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Benjamin Pavard,FRA,DF,29,1996,21.4,1,11,3,27.3,0.51,0.14,0.09,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Bilal Nadir,MAR,MF,21,2003,6.6,0,7,1,14.3,1.05,0.15,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,CJ Egan-Riley,ENG,"DF,MF",22,2003,6.9,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Darryl Bakola,FRA,MF,17,2007,0.8,0,2,1,50.0,2.4,1.2,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Derek Cornelius,CAN,"DF,FW",27,1997,0.6,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Emerson Palmieri,ITA,"DF,MF",30,1994,23.5,0,15,2,13.3,0.64,0.09,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Emmanuel Lago,CIV,FW,20,2004,0.5,0,2,2,100.0,3.67,3.67,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Ethan Nwaneri,ENG,MF,18,2007,3.6,2,9,3,33.3,2.5,0.83,0.22,0.67,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Facundo Medina,ARG,DF,26,1999,15.2,0,4,1,25.0,0.26,0.07,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Geoffrey Kondogbia,CTA,"MF,DF",32,1993,6.5,0,4,1,25.0,0.61,0.15,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Gerónimo Rulli,ARG,GK,33,1992,29.0,0,1,0,0.0,0.03,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Hamed Junior Traorè,CIV,MF,25,2000,6.9,2,13,6,46.2,1.89,0.87,0.15,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Hilan Hamzaoui,FRA,DF,19,2006,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Himad Abdelli,ALG,MF,25,1999,1.5,0,4,1,25.0,2.61,0.65,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Igor Paixão,BRA,MF,25,2000,21.9,6,57,23,40.4,2.6,1.05,0.11,0.26,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Jeffrey De Lange,NED,GK,27,1998,5.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Jonathan Rowe,ENG,FW,22,2003,0.7,0,5,0,0.0,7.26,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Leonardo Balerdi,ARG,DF,26,1999,22.2,0,20,5,25.0,0.9,0.22,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Mason Greenwood,ENG,MF,23,2001,27.4,16,116,48,41.4,4.24,1.75,0.09,0.21,6,8,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Matt O'Riley,DEN,MF,24,2000,8.2,1,7,3,42.9,0.85,0.36,0.14,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Michael Amir Murillo,PAN,"DF,MF",29,1996,11.0,2,9,2,22.2,0.82,0.18,0.22,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Nayef Aguerd,MAR,DF,29,1996,15.5,1,10,2,20.0,0.64,0.13,0.1,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Neal Maupay,FRA,"FW,MF",28,1996,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Nouhoum Kamissoko,MLI,MF,20,2004,0.3,0,1,0,0.0,3.75,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Pierre Højbjerg,DEN,MF,29,1995,30.1,4,46,14,30.4,1.53,0.46,0.09,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Pierre-Emerick Aubameyang,GAB,FW,36,1989,22.7,10,60,34,56.7,2.65,1.5,0.17,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Pol Lirola,ESP,"DF,MF",27,1997,0.4,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
