league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_source,_scraped_at
ITA-Serie A,2324,Fiorentina,Christian Kouamé,CIV,MF,25,1997,12.1,2,24,7,29.2,1.98,0.58,0.08,0.29,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Cristiano Biraghi,ITA,DF,30,1992,26.2,2,17,6,35.3,0.65,0.23,0.12,0.33,0,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Davide Faraoni,ITA,DF,31,1991,4.4,0,3,1,33.3,0.69,0.23,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Dodô,BRA,DF,24,1998,5.8,0,2,1,50.0,0.34,0.17,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Fabiano Parisi,ITA,DF,22,2000,16.2,0,12,2,16.7,0.74,0.12,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Gaetano Castrovilli,ITA,MF,26,1997,4.1,1,5,2,40.0,1.23,0.49,0.2,0.5,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Giacomo Bonaventura,ITA,MF,33,1989,25.3,8,52,16,30.8,2.06,0.63,0.15,0.5,0,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Gino Infantino,ARG,MF,20,2003,1.1,0,1,0,0.0,0.94,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Jonathan Ikone,FRA,MF,25,1998,18.7,3,39,16,41.0,2.09,0.86,0.08,0.19,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Josip Brekalo,CRO,MF,25,1998,7.2,1,9,4,44.4,1.24,0.55,0.11,0.25,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Lorenzo Amatucci,ITA,MF,19,2004,0.2,0,1,0,0.0,4.09,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Luca Ranieri,ITA,DF,24,1999,22.9,2,10,3,30.0,0.44,0.13,0.2,0.67,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22,2001,18.8,6,32,9,28.1,1.7,0.48,0.16,0.56,1,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Lucas Martínez Quarta,ARG,DF,27,1996,25.5,5,24,7,29.2,0.94,0.27,0.21,0.71,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,17.2,3,32,13,40.6,1.86,0.75,0.06,0.15,1,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,25,1997,8.9,0,4,2,50.0,0.45,0.23,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19,2004,22.9,1,7,2,28.6,0.31,0.09,0.14,0.5,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,MF,25,1998,21.3,12,87,35,40.2,4.09,1.65,0.13,0.31,1,3,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,25,1997,27.9,0,10,3,30.0,0.36,0.11,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24,1999,4.0,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,DF,18,2005,0.5,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33,1990,33.0,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,MF,24,1999,12.3,2,34,13,38.2,2.77,1.06,0.06,0.15,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26,1997,17.6,3,30,11,36.7,1.7,0.62,0.1,0.27,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Tommaso Martinelli,ITA,GK,17,2006,1.0,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,DF,28,1994,0.5,0,1,0,0.0,2.05,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,MF,25,1998,11.3,3,33,12,36.4,2.91,1.06,0.06,0.17,1,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,"DF,MF",22,2001,13.3,0,4,1,25.0,0.3,0.08,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"MF,FW",17,2005,5.3,1,12,4,33.3,2.28,0.76,0.08,0.25,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22,2001,32.4,0,13,4,30.8,0.4,0.12,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,3.3,0,7,2,28.6,2.11,0.6,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,"MF,DF",24,1998,13.1,0,20,3,15.0,1.53,0.23,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22,2001,31.2,0,20,3,15.0,0.64,0.1,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,ALG,FW,20,2002,2.0,0,3,2,66.7,1.48,0.99,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,17.3,0,10,3,30.0,0.58,0.17,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,0.3,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,FW,20,2003,0.7,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,FW,24,1998,4.6,0,7,4,57.1,1.51,0.86,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,21,2001,16.3,2,5,3,60.0,0.31,0.18,0.4,0.67,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"MF,FW",28,1995,5.6,1,9,2,22.2,1.62,0.36,0.11,0.5,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,21,2002,9.0,3,27,13,48.1,2.99,1.44,0.07,0.15,1,2,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27,1996,0.2,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,3.4,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,MF,29,1994,5.4,0,12,3,25.0,2.23,0.56,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,24.6,5,49,18,36.7,2.0,0.73,0.1,0.28,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,"FW,MF",29,1994,0.2,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,MF,23,2000,25.8,4,31,11,35.5,1.2,0.43,0.13,0.36,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22,2001,5.9,1,10,2,20.0,1.69,0.34,0.1,0.5,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,2.4,0,1,0,0.0,0.41,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"MF,FW",20,2003,34.7,11,84,25,29.8,2.42,0.72,0.07,0.24,5,6,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,2.2,0,2,0,0.0,0.9,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,24,1999,7.5,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,"MF,DF",24,1999,14.0,1,10,5,50.0,0.72,0.36,0.1,0.2,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,"DF,MF",25,1997,17.1,2,9,3,33.3,0.53,0.18,0.22,0.67,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,DF,29,1994,0.1,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,12.8,0,8,3,37.5,0.63,0.24,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,33,1990,30.2,1,12,1,8.3,0.4,0.03,0.08,1.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Stefano Turati,ITA,GK,21,2001,30.5,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Frosinone,Walid Cheddira,MAR,FW,25,1998,23.6,7,60,28,46.7,2.55,1.19,0.1,0.21,1,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Aarón Martín,ESP,"MF,DF",26,1997,15.3,0,5,0,0.0,0.33,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Alan Matturro,URU,MF,18,2004,1.2,0,1,0,0.0,0.85,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,33.5,14,56,23,41.1,1.67,0.69,0.18,0.43,4,5,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,13.0,0,5,0,0.0,0.38,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Berkan Kutlu,TUR,MF,25,1998,2.2,0,4,1,25.0,1.81,0.45,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Caleb Ekuban,GHA,FW,29,1994,12.6,4,27,12,44.4,2.15,0.95,0.15,0.33,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Christos Papadopoulos,GRE,MF,18,2004,0.0,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Daniele Sommariva,ITA,GK,26,1997,0.1,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,David Akpan Ankeye,NGA,FW,21,2002,0.6,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Davide Biraschi,ITA,DF,29,1994,1.0,1,1,1,100.0,1.0,1.0,1.0,1.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Djed Spence,ENG,MF,22,2000,9.5,0,2,1,50.0,0.21,0.1,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Emil Bohinen,NOR,MF,24,1999,0.6,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Filip Jagiełło,POL,MF,25,1997,0.4,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,George Pușcaș,ROU,FW,27,1996,2.1,0,11,5,45.5,5.18,2.36,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Giorgio Cittadini,ITA,DF,21,2002,1.2,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Johan Vásquez,MEX,DF,24,1998,31.7,1,34,10,29.4,1.07,0.32,0.03,0.1,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Josep Martinez,ESP,GK,25,1998,36.0,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Junior Messias,BRA,"MF,FW",32,1991,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Kevin Strootman,NED,MF,33,1990,13.4,0,1,0,0.0,0.07,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Koni De Winter,BEL,DF,21,2002,26.4,0,11,2,18.2,0.42,0.08,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Mateo Retegui,ITA,FW,24,1999,24.6,7,63,23,36.5,2.56,0.93,0.1,0.26,1,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Mattia Bani,ITA,DF,29,1993,25.6,2,9,5,55.6,0.35,0.2,0.22,0.4,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Milan Badelj,CRO,MF,34,1989,28.2,1,21,5,23.8,0.75,0.18,0.05,0.2,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Morten Frendrup,DEN,MF,22,2001,34.9,2,30,4,13.3,0.86,0.11,0.07,0.5,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Morten Thorsby,NOR,MF,27,1996,12.9,2,13,7,53.8,1.01,0.54,0.15,0.29,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Nicola Leali,ITA,GK,30,1993,2.0,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Pablo Galdames Millán,CHI,MF,26,1996,0.1,0,1,1,100.0,8.18,8.18,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,21,2002,19.0,2,17,4,23.5,0.89,0.21,0.12,0.5,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Ridgeciano Haps,SUR,MF,30,1993,8.6,0,4,0,0.0,0.47,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",30,1993,17.2,4,39,13,33.3,2.27,0.76,0.1,0.31,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Seydou Fini,ITA,FW,17,2006,0.4,0,2,0,0.0,5.14,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Silvan Hefti,SUI,MF,25,1997,1.3,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Stefano Sabelli,ITA,"MF,DF",30,1993,27.0,0,9,3,33.3,0.33,0.11,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Genoa,Vitinha,POR,"MF,FW",23,2000,3.2,2,14,5,35.7,4.42,1.58,0.14,0.4,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Alphadjo Cissè,ITA,MF,16,2006,0.1,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Bruno Amione,ARG,DF,21,2002,6.4,0,5,3,60.0,0.78,0.47,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Charlys,BRA,MF,19,2004,0.3,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Cyril Ngonge,BEL,"MF,FW",23,2000,15.9,6,42,14,33.3,2.64,0.88,0.14,0.43,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,5.0,0,3,0,0.0,0.61,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,MF,32,1990,21.4,3,34,14,41.2,1.59,0.65,0.06,0.14,1,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Davide Faraoni,ITA,MF,31,1991,6.7,0,7,1,14.3,1.05,0.15,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Diego Coppola,ITA,DF,19,2003,18.2,2,13,3,23.1,0.72,0.17,0.15,0.67,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Elayis Tavsan,NED,"FW,MF",22,2001,0.6,0,3,1,33.3,5.4,1.8,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,7.5,0,1,0,0.0,0.13,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Federico Bonazzoli,ITA,FW,26,1997,11.3,3,27,13,48.1,2.39,1.15,0.11,0.23,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Filippo Terracciano,ITA,"MF,DF",20,2003,14.4,0,8,3,37.5,0.56,0.21,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,27.2,0,11,2,18.2,0.41,0.07,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,24,1999,9.6,0,4,1,25.0,0.42,0.1,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,19.2,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"MF,FW",24,1999,3.4,0,4,1,25.0,1.17,0.29,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,"MF,DF",21,2002,9.2,0,5,1,20.0,0.54,0.11,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,FW,24,1999,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,0,12,3,25.0,0.72,0.18,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,2,15,6,40.0,2.68,1.07,0.13,0.33,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,0,3,0,0.0,0.25,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,MF,25,1998,30.9,5,47,14,29.8,1.52,0.45,0.11,0.36,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,5,25,15,60.0,1.87,1.12,0.16,0.27,1,3,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,1,24,7,29.2,0.88,0.26,0.04,0.14,0,1,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,0,9,1,11.1,0.38,0.04,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Riccardo Saponara,ITA,"MF,FW",31,1991,3.8,0,5,1,20.0,1.32,0.26,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Rúben Vinagre,POR,DF,24,1999,3.1,0,2,0,0.0,0.64,0.0,0.0,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,0,0,0,,0.0,0.0,,,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Stefan Mitrović,SRB,MF,20,2002,4.3,0,7,1,14.3,1.61,0.23,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
ITA-Serie A,2324,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,0,22,7,31.8,1.19,0.38,0.0,0.0,0,0,ITA,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:55:14
